Day #,Wall Street Crash,73-74 Market Crash,Black Monday,Dot Com Bubble,Financial Crisis,Corona Virus
Day 712,4.6,88.510002,,1007.840027,1120.459961,
Day 713,4.45,89.150002,,1002.210022,1127.23999,
Day 714,4.41,89.550003,,988.700012,1125.810059,
Day 715,4.6,89.330002,,998.140015,1121.640015,
Day 716,4.6,89.339996,,1003.859985,1127.790039,
Day 717,4.82,89.870003,,1000.419983,1121.060059,
Day 718,4.79,91.190002,,994.090027,1089.469971,
Day 719,4.93,91.040001,,981.72998,1083.609985,
Day 720,4.8,90.970001,,993.320007,1079.25,
Day 721,4.78,91.459999,,978.799988,1079.380005,
Day 722,4.93,91,,988.109985,1092.540039,
Day 723,5.05,89.980003,,988.609985,1094.160034,
Day 724,5.2,89.639999,,981.599976,1075.630005,
Day 725,5.48,89.529999,,998.679993,1071.689941,
Day 726,5.4,89.699997,,996.52002,1067.359985,
Day 727,5.67,90.709999,,989.280029,1051.869995,
Day 728,5.85,90.940002,,987.48999,1055.329956,
Day 729,6.03,91.239998,,990.309998,1047.219971,
Day 730,6.11,90.669998,,980.150024,1064.589966,
Day 731,5.87,89.330002,,982.820007,1048.920044,
Day 732,6.39,87.599998,,965.460022,1049.329956,
Day 733,6.52,87.839996,,967.080017,1080.290039,
Day 734,6.8,86.82,,974.119995,1090.099976,
Day 735,7.43,87.07,,977.590027,1104.51001,
Day 736,7.39,87.300003,,980.590027,1091.839966,
Day 737,7.65,88.080002,,990.349976,1098.869995,
Day 738,7.61,87.800003,,984.030029,1104.180054,
Day 739,7,87.830002,,990.51001,1109.550049,
Day 740,7.44,88.089996,,990.669983,1121.900024,
Day 741,7.68,88.93,,999.73999,1121.099976,
Day 742,7.51,89.150002,,1002.349976,1125.069946,
Day 743,7.6,89.43,,1000.299988,1124.660034,
Day 744,7.53,88.800003,,1003.27002,1125.589966,
Day 745,7.77,88.139999,,993.059998,1142.709961,
Day 746,8.15,88.730003,,993.710022,1139.780029,
Day 747,8.33,89.459999,,996.72998,1134.280029,
Day 748,8.26,90.25,,996.789978,1124.829956,
Day 749,8.39,90.129997,,1002.840027,1148.670044,
Day 750,8.58,89.769997,,1008.01001,1142.160034,
Day 751,8.47,90.190002,,1021.98999,1147.699951,
Day 752,8.39,90.900002,,1026.27002,1144.72998,
Day 753,8.47,92.580002,,1027.969971,1141.199951,
Day 754,8.84,93.529999,,1021.390015,1146.23999,
Day 755,8.91,93.949997,,1031.640015,1137.030029,
Day 756,9.31,94.580002,,1023.169983,1160.75,
Day 757,8.97,94.949997,,1010.919983,1159.969971,
Day 758,8.75,96.330002,,1016.419983,1158.060059,
Day 759,8.15,95.57,,1018.630005,1165.150024,
Day 760,7.8,97.129997,,1014.809998,1165.319946,
Day 761,7.35,96.610001,,1029.319946,1169.77002,
Day 762,7.66,97,,1025.969971,1178.099976,
Day 763,7.57,98.32,,1039.579956,1173.810059,
Day 764,7.34,98.860001,,1036.300049,1176.189941,
Day 765,7.62,98.239998,,1022.820007,1184.709961,
Day 766,8.52,98.040001,,1029.030029,1165.900024,
Day 767,8.26,99.209999,,1009.380005,1178.170044,
Day 768,8.4,99.68,,1003.27002,1180.26001,
Day 769,8.04,99.07,,996.849976,1183.079956,
Day 770,8.13,98.529999,,1006.580017,1185.619995,
Day 771,8.36,100.110001,,995.969971,1185.640015,
Day 772,8.1,100.860001,,1018.219971,1182.449951,
Day 773,8.08,100.870003,,1020.23999,1183.780029,
Day 774,8.06,101.18,,1029.849976,1183.26001,
Day 775,8.05,101.910004,,1034.349976,1184.380005,
Day 776,7.39,100.389999,,1039.25,1193.569946,
Day 777,7.43,99.459999,,1033.780029,1197.959961,
Day 778,7.02,99.620003,,1038.72998,1221.060059,
Day 779,6.42,100.470001,,1038.060059,1225.849976,
Day 780,6.88,100.769997,,1045.349976,1223.25,
Day 781,6.67,100.25,,1049.47998,1213.400024,
Day 782,7.13,99.669998,,1046.76001,1218.709961,
Day 783,7,99.050003,,1050.069946,1213.540039,
Day 784,7.13,99.849998,,1039.319946,1199.209961,
Day 785,7.4,101.410004,,1044.680054,1197.75,
Day 786,7.23,102.099998,,1046.030029,1178.339966,
Day 787,6.82,101.610001,,1030.359985,1178.589966,
Day 788,6.83,102.029999,,1033.77002,1196.689941,
Day 789,6.76,101.690002,,1028.910034,1199.72998,
Day 790,6.89,100.110001,,1031.130005,1197.839966,
Day 791,6.95,99.709999,,1046.790039,1180.72998,
Day 792,7.09,100.019997,,1048.109985,1198.349976,
Day 793,6.96,100.580002,,1046.939941,1189.400024,
Day 794,6.76,99.980003,,1050.709961,1187.76001,
Day 795,6.52,98.919998,,1059.02002,1180.550049,
Day 796,6.48,99.110001,,1053.25,1206.069946,
Day 797,6.88,100.190002,,1051.810059,1221.530029,
Day 798,7.24,100.580002,,1058.050049,1224.709961,
Day 799,6.92,100.940002,,1053.209961,1223.119995,
Day 800,7.44,101.889999,,1047.109985,1223.75,
Day 801,7.68,100.860001,,1046.569946,1228.280029,
Day 802,7.43,99.800003,,1058.530029,1233,
Day 803,7.43,100.919998,,1058.410034,1240.400024,
Day 804,7.2,100.860001,,1050.349976,1240.459961,
Day 805,7.15,100.449997,,1043.630005,1241.589966,
Day 806,7.13,100.580002,,1034.150024,1235.22998,
Day 807,7.2,100.709999,,1042.439941,1242.869995,
Day 808,7.17,102.239998,,1033.650024,1243.910034,
Day 809,6.85,103.419998,,1035.280029,1247.079956,
Day 810,6.78,102.849998,,1052.079956,1254.599976,
Day 811,6.8,102.849998,,1053.890015,1258.839966,
Day 812,6.78,102.410004,,1058.449951,1256.77002,
Day 813,6.55,102.010002,,1058.199951,1257.540039,
Day 814,6.73,102.769997,,1070.119995,1258.51001,
Day 815,6.47,102.239998,,1066.619995,1259.780029,
Day 816,6.54,102.25,,1064.72998,1257.880005,
Day 817,6.87,103.510002,,1069.719971,1257.640015,
Day 818,6.89,103.360001,,1061.5,1271.869995,
Day 819,6.89,102.209999,,1069.300049,1270.199951,
Day 820,7.08,101.279999,,1060.180054,1276.560059,
Day 821,7.07,100.349998,,1059.050049,1273.849976,
Day 822,6.99,100.199997,,1071.209961,1271.5,
Day 823,7.12,101.050003,,1074.140015,1269.75,
Day 824,7.05,100.309998,,1068.040039,1274.47998,
Day 825,7,100.669998,,1075.130005,1285.959961,
Day 826,6.97,101.440002,,1076.47998,1283.76001,
Day 827,6.82,102.870003,,1089.180054,1293.23999,
Day 828,6.8,103.32,,1088.660034,1295.02002,
Day 829,6.57,102.980003,,1092.939941,1281.920044,
Day 830,6.57,102.290001,,1096.02002,1280.26001,
Day 831,6.61,102.43,,1094.040039,1283.349976,
Day 832,6.6,101.860001,,1095.890015,1290.839966,
Day 833,6.75,102.129997,,1109.47998,1291.180054,
Day 834,6.92,102.129997,,1109.640015,1296.630005,
Day 835,6.83,101.639999,,1111.920044,1299.540039,
Day 836,7.15,100.919998,,1108.47998,1276.339966,
Day 837,7.12,101.459999,,1122.219971,1286.119995,
Day 838,7.23,100.879997,,1123.670044,1307.589966,
Day 839,7.13,101.160004,,1126.329956,1304.030029,
Day 840,7.34,101.879997,,1131.920044,1307.099976,
Day 841,7.32,103.099998,,1121.859985,1310.869995,
Day 842,7.23,102.949997,,1127.22998,1319.050049,
Day 843,7.25,102.769997,,1121.219971,1324.569946,
Day 844,7.06,102.160004,,1130.52002,1320.880005,
Day 845,7.08,101.339996,,1132.050049,1321.869995,
Day 846,6.95,101.089996,,1139.829956,1329.150024,
Day 847,6.98,101.260002,,1138.77002,1332.319946,
Day 848,7.06,101.18,,1147.619995,1328.01001,
Day 849,7.03,102,,1143.939941,1336.319946,
Day 850,6.98,101.260002,,1141.550049,1340.430054,
Day 851,7.1,99.440002,,1155.369995,1343.01001,
Day 852,7.05,99.489998,,1144.050049,1315.439941,
Day 853,7.04,99.339996,,1128.47998,1307.400024,
Day 854,6.98,99.379997,,1134.109985,1306.099976,
Day 855,6.94,100.18,,1131.130005,1319.880005,
Day 856,6.67,99.849998,,1135.26001,1327.219971,
Day 857,6.55,100.220001,,1136.030029,1306.329956,
Day 858,6.53,100.129997,,1126.52002,1308.439941,
Day 859,6.48,99.150002,,1128.589966,1330.969971,
Day 860,6.54,98.629997,,1142.76001,1321.150024,
Day 861,6.62,98.800003,,1139.810059,1310.130005,
Day 862,6.76,98.739998,,1145.540039,1321.819946,
Day 863,6.66,99.559998,,1157.76001,1320.02002,
Day 864,6.32,100.919998,,1152.109985,1295.109985,
Day 865,6.28,101.949997,,1145.810059,1304.280029,
Day 866,6.13,101.459999,,1156.98999,1296.390015,
Day 867,6.23,102.010002,,1151.819946,1281.869995,
Day 868,6,103.610001,,1147.060059,1256.880005,
Day 869,5.96,103.760002,,1144.109985,1273.719971,
Day 870,5.68,104.279999,,1140.98999,1279.209961,
Day 871,5.9,103.470001,,1139.089966,1298.380005,
Day 872,5.53,103.25,,1143.670044,1293.77002,
Day 873,5.66,103.790001,,1144.910034,1297.540039,
Day 874,5.77,103.720001,,1144.939941,1309.660034,
Day 875,5.65,103.43,,1155.969971,1313.800049,
Day 876,5.84,103.860001,,1149.099976,1310.189941,
Day 877,6.81,104.279999,,1151.030029,1319.439941,
Day 878,6.93,103.589996,,1154.869995,1328.26001,
Day 879,6.63,104.110001,,1156.859985,1325.829956,
Day 880,6.5,103.540001,,1147.199951,1332.410034,
Day 881,6.2,103.830002,,1140.579956,1332.869995,
Day 882,6.12,103.980003,,1123.890015,1332.630005,
Day 883,6.25,104.980003,,1106.780029,1335.540039,
Day 884,6.25,105.900002,,1120.569946,1333.51001,
Day 885,6.09,105.669998,,1104.48999,1328.170044,
Day 886,6.21,105.949997,,1110.699951,1324.459961,
Day 887,6.07,105.199997,,1123.75,1314.160034,
Day 888,6.05,104.68,,1122.319946,1314.410034,
Day 889,5.85,104.290001,,1109.780029,1314.52002,
Day 890,5.87,103.720001,,1095.400024,1319.680054,
Day 891,5.9,103.82,,1093.949951,1305.140015,
Day 892,5.95,103.93,,1091.329956,1312.619995,
Day 893,6.05,104.059998,,1109.189941,1330.359985,
Day 894,6.12,104.07,,1108.060059,1337.380005,
Day 895,6.54,103.480003,,1122.469971,1335.25,
Day 896,6.51,103.050003,,1127,1347.23999,
Day 897,6.41,102.93,,1126.209961,1355.660034,
Day 898,6.67,103.440002,,1132.170044,1360.47998,
Day 899,6.53,103.190002,,1141.810059,1363.609985,
Day 900,6.66,104.139999,,1150.569946,1361.219971,
Day 901,7.14,104.43,,1148.160034,1356.619995,
Day 902,7.82,103.849998,,1140.530029,1347.319946,
Day 903,7.44,103.790001,,1139.319946,1335.099976,
Day 904,7.91,103.489998,,1145.199951,1340.199951,
Day 905,7.72,104.410004,,1129.439941,1346.290039,
Day 906,7.77,104.059998,,1128.170044,1357.160034,
Day 907,7.7,104.220001,,1128.839966,1342.079956,
Day 908,7.83,104.25,,1134.609985,1348.650024,
Day 909,8.43,104.43,,1135.819946,1337.77002,
Day 910,8.46,104.800003,,1118.150024,1329.469971,
Day 911,8.41,104.559998,,1124.089966,1328.97998,
Day 912,8.65,103.389999,,1139.930054,1340.680054,
Day 913,8.74,102.370003,,1140.599976,1343.599976,
Day 914,8.34,101.959999,,1135.530029,1333.27002,
Day 915,8.4,101.269997,,1138.109985,1317.369995,
Day 916,8.82,102.029999,,1122.410034,1316.280029,
Day 917,9.07,101.32,,1113.890015,1320.469971,
Day 918,9.03,101.480003,,1107.300049,1325.689941,
Day 919,8.68,102.07,,1117.48999,1331.099976,
Day 920,8.85,102.910004,,1119.550049,1345.199951,
Day 921,8.94,104.059998,,1121.530029,1314.550049,
Day 922,8.89,103.919998,,1113.98999,1312.939941,
Day 923,8.82,104.300003,,1098.699951,1300.160034,
Day 924,8.64,105.029999,,1087.119995,1286.170044,
Day 925,8.96,104.940002,,1095.449951,1284.939941,
Day 926,9.15,104.400002,,1097.280029,1279.560059,
Day 927,9.08,104.650002,,1096.439941,1289,
Day 928,9.34,104.290001,,1095.699951,1270.97998,
Day 929,9.78,103.940002,,1084.099976,1271.829956,
Day 930,9.64,104.25,,1091.48999,1287.869995,
Day 931,9.74,105.339996,,1088.680054,1265.420044,
Day 932,10.13,106.269997,,1089.189941,1267.640015,
Day 933,10.07,106.32,,1093.560059,1271.5,
Day 934,10.04,107.830002,,1095.410034,1278.359985,
Day 935,10.22,107.459999,,1113.050049,1295.52002,
Day 936,10.31,106.919998,,1114.939941,1287.140015,
Day 937,10.41,106.800003,,1121.280029,1283.5,
Day 938,10.89,107.269997,,1120.680054,1268.449951,
Day 939,10.57,105.919998,,1121.199951,1280.099976,
Day 940,10.47,105.370003,,1124.98999,1296.670044,
Day 941,9.74,105.239998,,1116.640015,1307.410034,
Day 942,9.81,104.169998,,1122.5,1320.640015,
Day 943,10.68,104.029999,,1140.420044,1339.670044,
Day 944,10.52,103.230003,,1142.180054,1337.880005,
Day 945,10.58,102.970001,,1131.329956,1339.219971,
Day 946,10.22,103.540001,,1136.469971,1353.219971,
Day 947,10.56,102.559998,,1125.290039,1343.800049,
Day 948,10.87,101.639999,,1132.01001,1319.48999,
Day 949,10.98,100.809998,,1133.560059,1313.640015,
Day 950,10.84,102.120003,,1132.050049,1317.719971,
Day 951,10.74,100.849998,,1135.02002,1308.869995,
Day 952,10.91,100.879997,,1130.300049,1316.140015,
Day 953,11.62,101.470001,,1134.410034,1305.439941,
Day 954,11.55,101.449997,,1144.060059,1326.72998,
Day 955,11.85,101.739998,,1140.650024,1325.839966,
Day 956,11.96,100.769997,,1134.430054,1343.800049,
Day 957,11.86,99.959999,,1133.349976,1345.02002,
Day 958,11.71,100.07,,1136.199951,1337.430054,
Day 959,11.87,101.059998,,1140.839966,1331.939941,
Day 960,12,101.760002,,1128.939941,1304.890015,
Day 961,11.85,101.610001,,1125.380005,1300.670044,
Day 962,12.01,102.900002,,1116.209961,1292.280029,
Day 963,12.2,103.099998,,1118.329956,1286.939941,
Day 964,11.6,101.919998,,1109.109985,1254.050049,
Day 965,10.57,102.410004,,1112.810059,1260.339966,
Day 966,9.65,100.82,,1114.349976,1200.069946,
Day 967,10.5,99.599998,,1115.140015,1199.380005,
Day 968,10.32,99.32,,1111.469971,1119.459961,
Day 969,10.59,98.809998,,1106.689941,1172.530029,
Day 970,10.68,99.639999,,1101.390015,1120.76001,
Day 971,10.43,99.239998,,1100.900024,1172.640015,
Day 972,9.95,99.900002,,1108.670044,1178.810059,
Day 973,10.25,100.040001,,1093.880005,1204.48999,
Day 974,10.49,100.610001,,1096.839966,1192.76001,
Day 975,10.36,101.889999,,1086.199951,1193.890015,
Day 976,10.13,101.919998,,1084.069946,1140.650024,
Day 977,10.05,102.589996,,1094.829956,1123.530029,
Day 978,10.39,101.959999,,1095.420044,1123.819946,
Day 979,10.81,102.410004,,1100.430054,1162.349976,
Day 980,10.63,103.150002,,1101.719971,1177.599976,
Day 981,10.59,102.440002,,1106.619995,1159.27002,
Day 982,10.46,102.099998,,1099.689941,1176.800049,
Day 983,10.48,102.489998,,1098.630005,1210.079956,
Day 984,10.2,102.120003,,1080.699951,1212.920044,
Day 985,10.76,102.760002,,1063.969971,1218.890015,
Day 986,10.58,103.559998,,1065.219971,1204.420044,
Day 987,10.75,103.489998,,1079.040039,1173.969971,
Day 988,10.92,104.080002,,1075.790039,1165.23999,
Day 989,10.78,104.510002,,1063.22998,1198.619995,
Day 990,10.88,104.699997,,1064.800049,1185.900024,
Day 991,11.28,104.629997,,1079.339966,1154.22998,
Day 992,11.26,105.07,,1081.709961,1162.27002,
Day 993,11.2,105.139999,,1095.170044,1172.869995,
Day 994,11.1,104.800003,,1091.22998,1188.680054,
Day 995,11.09,104.260002,,1098.349976,1209.109985,
Day 996,11.23,103.650002,,1095.680054,1216.01001,
Day 997,10.84,104.220001,,1096.189941,1204.089966,
Day 998,10.85,104.709999,,1104.959961,1202.089966,
Day 999,10.7,104.839996,,1105.089966,1166.76001,
Day 1000,10.66,106.059998,,1107.77002,1129.560059,
Day 1001,11.13,106.769997,,1099.150024,1136.430054,
Day 1002,11.06,106.339996,,1104.23999,1162.949951,
Day 1003,11.11,106.879997,,1105.910034,1175.380005,
Day 1004,11.13,107.459999,,1118.310059,1151.060059,
Day 1005,10.82,107,,1113.630005,1160.400024,
Day 1006,11,105.699997,,1121.300049,1131.420044,
Day 1007,11.04,104.760002,,1116.27002,1099.22998,
Day 1008,10.69,105.019997,,1118.380005,1123.949951,
Day 1009,10.03,105.010002,,1123.920044,1144.030029,
Day 1010,10.26,105.199997,,1125.819946,1164.969971,
Day 1011,10.16,104.120003,,1128.329956,1155.459961,
Day 1012,10.07,103.400002,,1120.369995,1194.890015,
Day 1013,9.65,104.199997,,1123.5,1195.540039,
Day 1014,9.79,104.010002,,1128.550049,1207.25,
Day 1015,9.72,103.730003,,1122.199951,1203.660034,
Day 1016,9.62,103.32,,1129.300049,1224.579956,
Day 1017,9.67,103.849998,,1113.560059,1200.859985,
Day 1018,10.29,102.970001,,1108.359985,1225.380005,
Day 1019,10.16,103.32,,1110.109985,1209.880005,
Day 1020,10.05,103.25,,1103.52002,1215.390015,
Day 1021,10.32,103.129997,,1110.060059,1238.25,
Day 1022,10.23,102.339996,,1114.800049,1254.189941,
Day 1023,10.24,101.790001,,1114.579956,1229.050049,
Day 1024,9.85,101.93,,1131.5,1242,
Day 1025,9.21,102.029999,,1135.170044,1284.589966,
Day 1026,9.51,102.540001,,1134.47998,1285.089966,
Day 1027,9.07,102.360001,,1142.050049,1253.300049,
Day 1028,8.61,101.849998,,1130.650024,1218.280029,
Day 1029,8.86,101.879997,,1122.140015,1237.900024,
Day 1030,9.02,101.889999,,1124.390015,1261.150024,
Day 1031,9.38,101.599998,,1121.839966,1253.22998,
Day 1032,9.63,100.730003,,1113.650024,1261.119995,
Day 1033,9.44,100.82,,1103.290039,1275.920044,
Day 1034,9.54,100.220001,,1108.199951,1229.099976,
Day 1035,9.04,100.739998,,1114.02002,1239.699951,
Day 1036,8.96,101.040001,,1103.22998,1263.849976,
Day 1037,9.12,101.5,,1103.660034,1251.780029,
Day 1038,9.22,100.919998,,1106.48999,1257.810059,
Day 1039,9.54,100.489998,,1095.73999,1236.910034,
Day 1040,9.45,100.489998,,1094.800049,1216.130005,
Day 1041,9.8,100.190002,,1111.089966,1215.650024,
Day 1042,9.87,99.599998,,1125.400024,1192.97998,
Day 1043,9.72,99.480003,,1127.439941,1188.040039,
Day 1044,9.81,99.82,,1130.199951,1161.790039,
Day 1045,9.69,100.660004,,1130.51001,1158.670044,
Day 1046,9.58,100.389999,,1130.560059,1192.550049,
Day 1047,10.03,100.879997,,1143.199951,1195.189941,
Day 1048,9.92,101.199997,,1161.670044,1246.959961,
Day 1049,10.23,101.25,,1166.170044,1244.579956,
Day 1050,10.1,100.870003,,1164.890015,1244.280029,
Day 1051,10.05,100.099998,,1164.079956,1257.079956,
Day 1052,9.87,100.669998,,1162.910034,1258.469971,
Day 1053,10.01,100.650002,,1173.47998,1261.01001,
Day 1054,9.69,101.419998,,1184.170044,1234.349976,
Day 1055,9.7,101.980003,,1183.810059,1255.189941,
Day 1056,9.88,102.169998,,1175.430054,1236.469971,
Day 1057,9.91,102.080002,,1181.939941,1225.72998,
Day 1058,9.9,101.860001,,1183.550049,1211.819946,
Day 1059,10.2,101.309998,,1170.339966,1215.75,
Day 1060,10.13,101,,1177.23999,1219.660034,
Day 1061,10.2,100.199997,,1176.939941,1205.349976,
Day 1062,10.1,99.699997,,1181.76001,1241.300049,
Day 1063,10.31,99.059998,,1182.650024,1243.719971,
Day 1064,10.29,99,,1178.569946,1254,
Day 1065,10.19,99.690002,,1173.819946,1265.329956,
Day 1066,10.23,98.540001,,1191.369995,1265.430054,
Day 1067,10.07,98.419998,,1190.329956,1249.640015,
Day 1068,9.77,99.209999,,1191.170044,1263.02002,
Day 1069,9.75,98.230003,,1190.25,1257.599976,
Day 1070,9.57,98.010002,,1177.069946,1277.060059,
Day 1071,9.55,97.910004,,1182.810059,1277.300049,
Day 1072,9.86,98.349998,,1189.23999,1281.060059,
Day 1073,9.58,98.879997,,1188,1277.810059,
Day 1074,9.71,100.150002,,1198.680054,1280.699951,
Day 1075,9.99,100.160004,,1203.380005,1292.079956,
Day 1076,9.97,101,,1205.719971,1292.47998,
Day 1077,10.11,101.040001,,1203.209961,1295.5,
Day 1078,9.97,100.540001,,1194.199951,1289.089966,
Day 1079,9.94,100.07,,1194.650024,1293.670044,
Day 1080,9.81,100.400002,,1205.449951,1308.040039,
Day 1081,9.76,99.75,,1209.569946,1314.5,
Day 1082,9.87,98.440002,,1210.130005,1315.380005,
Day 1083,10.14,97.150002,,1204.920044,1316,
Day 1084,10.19,97.110001,,1213.540039,1314.650024,
Day 1085,10.07,97.959999,,1213.449951,1326.060059,
Day 1086,10.64,98.199997,,1213.550049,1318.430054,
Day 1087,10.69,98.440002,,1211.920044,1316.329956,
Day 1088,10.66,98.93,,1202.079956,1313.01001,
Day 1089,10.63,99.43,,1188.050049,1312.410034,
Day 1090,10.93,99.959999,,1183.73999,1324.089966,
Day 1091,10.91,100.110001,,1187.890015,1325.540039,
Day 1092,11.05,99.489998,,1186.189941,1344.900024,
Day 1093,11.12,99.18,,1190.25,1344.329956,
Day 1094,11.12,99.470001,,1182.98999,1347.050049,
Day 1095,11.02,98.779999,,1187.699951,1349.959961,
Day 1096,11.19,98.730003,,1177.449951,1351.949951,
Day 1097,11.33,99.029999,,1184.52002,1342.640015,
Day 1098,11.17,99.470001,,1195.97998,1351.77002,
Day 1099,11.46,99.769997,,1184.630005,1350.5,
Day 1100,11.45,100.300003,,1175.410034,1343.22998,
Day 1101,11.81,99.879997,,1167.869995,1358.040039,
Day 1102,11.82,99.449997,,1163.75,1361.22998,
Day 1103,11.45,98.150002,,1168.410034,1362.209961,
Day 1104,11.5,97.669998,,1174.069946,1357.660034,
Day 1105,11.18,96.769997,,1174.550049,1363.459961,
Day 1106,11.22,97.010002,,1171.359985,1365.73999,
Day 1107,11.29,96.269997,,1181.27002,1367.589966,
Day 1108,11.51,96.120003,,1189.410034,1372.180054,
Day 1109,11.54,96.93,,1193.189941,1365.680054,
Day 1110,11.36,96.739998,,1189.890015,1374.089966,
Day 1111,11.4,97.690002,,1203.030029,1369.630005,
Day 1112,11.43,97.230003,,1201.719971,1364.329956,
Day 1113,11.13,97.730003,,1202.300049,1343.359985,
Day 1114,10.69,98.199997,,1191.98999,1352.630005,
Day 1115,10.81,98.139999,,1197.01001,1365.910034,
Day 1116,10.76,98.459999,,1205.300049,1370.869995,
Day 1117,10.72,98.739998,,1206.140015,1371.089966,
Day 1118,11.07,99.860001,,1210.119995,1395.949951,
Day 1119,11.01,99.610001,,1210.339966,1394.280029,
Day 1120,10.88,99.849998,,1200.75,1402.599976,
Day 1121,10.6,99.970001,,1201.589966,1404.170044,
Day 1122,10.8,100.419998,,1184.160034,1409.75,
Day 1123,10.73,100.739998,,1190.800049,1405.52002,
Day 1124,10.96,100.459999,,1200.199951,1402.890015,
Day 1125,10.96,100.620003,,1211.369995,1392.780029,
Day 1126,10.97,101.190002,,1203.599976,1397.109985,
Day 1127,10.79,100.980003,,1210.410034,1416.51001,
Day 1128,10.82,100.139999,,1210.079956,1412.52002,
Day 1129,10.45,100.110001,,1210.469971,1405.540039,
Day 1130,10.66,100.480003,,1222.119995,1403.280029,
Day 1131,10.45,100.099998,,1225.310059,1408.469971,
Day 1132,10.64,100.089996,,1219.430054,1419.040039,
Day 1133,10.53,99.580002,,1207.01001,1413.380005,
Day 1134,10.71,99.93,,1209.25,1398.959961,
Day 1135,10.42,99.790001,,1200.079956,1398.079956,
Day 1136,10.45,99.550003,,1206.829956,1382.199951,
Day 1137,10.62,99.449997,,1197.75,1358.589966,
Day 1138,10.76,99.589996,,1188.069946,1368.709961,
Day 1139,10.84,100.18,,1190.209961,1387.569946,
Day 1140,10.87,100.949997,,1189.650024,1370.26001,
Day 1141,10.9,101.790001,,1183.780029,1369.569946,
Day 1142,10.95,101.730003,,1171.709961,1390.780029,
Day 1143,10.87,101.589996,,1172.530029,1385.140015,
Day 1144,11.03,101.669998,,1171.420044,1376.920044,
Day 1145,11.02,100.849998,,1174.280029,1378.530029,
Day 1146,10.99,100.269997,,1165.359985,1366.939941,
Day 1147,10.95,98.639999,,1181.410034,1371.969971,
Day 1148,10.78,98.790001,,1180.589966,1390.689941,
Day 1149,10.89,98.849998,,1172.920044,1399.97998,
Day 1150,11.03,99.120003,,1176.119995,1403.359985,
Day 1151,11.05,98.5,,1181.390015,1397.910034,
Day 1152,11.16,98.370003,,1184.069946,1405.819946,
Day 1153,11.09,98.739998,,1191.140015,1402.310059,
Day 1154,11,98.760002,,1181.199951,1391.569946,
Day 1155,10.94,97.989998,,1181.209961,1369.099976,
Day 1156,10.79,98.050003,,1187.76001,1369.579956,
Day 1157,10.8,98.919998,,1173.790039,1363.719971,
Day 1158,10.46,98.160004,,1162.050049,1354.579956,
Day 1159,10.46,97.879997,,1142.619995,1357.98999,
Day 1160,10.25,98.18,,1145.97998,1353.390015,
Day 1161,10.29,97.730003,,1152.780029,1338.349976,
Day 1162,10.32,97.739998,,1137.5,1330.660034,
Day 1163,9.81,97.68,,1159.949951,1324.800049,
Day 1164,10.05,97.510002,,1152.119995,1304.859985,
Day 1165,9.88,97.790001,,1162.099976,1295.219971,
Day 1166,9.65,97.620003,,1151.829956,1315.98999,
Day 1167,9.55,97.230003,,1156.380005,1316.630005,
Day 1168,9.45,96.150002,,1143.219971,1318.859985,
Day 1169,9.63,96.059998,,1156.849976,1320.680054,
Day 1170,9.56,96.919998,,1162.160034,1317.819946,
Day 1171,9.59,96.379997,,1161.170044,1332.420044,
Day 1172,9.85,96.769997,,1175.650024,1313.319946,
Day 1173,9.87,96.830002,,1172.630005,1310.329956,
Day 1174,9.65,97.449997,,1171.349976,1278.040039,
Day 1175,9.56,97.709999,,1178.839966,1278.180054,
Day 1176,9.59,98.010002,,1166.219971,1285.5,
Day 1177,9.7,97.279999,,1171.109985,1315.130005,
Day 1178,9.83,96.370003,,1159.359985,1314.98999,
Day 1179,9.79,96.029999,,1154.050049,1325.660034,
Day 1180,9.61,96.089996,,1165.689941,1308.930054,
Day 1181,9.38,96.550003,,1173.800049,1324.180054,
Day 1182,9.49,96.800003,,1185.560059,1314.880005,
Day 1183,9.72,96.480003,,1191.079956,1329.099976,
Day 1184,9.74,95.849998,,1189.280029,1342.839966,
Day 1185,9.71,95.889999,,1193.859985,1344.780029,
Day 1186,10.17,95.099998,,1194.069946,1357.97998,
Day 1187,10.09,95.089996,,1190.01001,1355.689941,
Day 1188,10.2,95.040001,,1197.619995,1325.51001,
Day 1189,10.2,95.379997,,1198.780029,1335.02002,
Day 1190,10.05,95.239998,,1191.5,1313.719971,
Day 1191,10.23,95.309998,,1202.219971,1319.98999,
Day 1192,10.37,95.849998,,1204.290039,1331.849976,
Day 1193,10.19,96.529999,,1196.02002,1329.040039,
Day 1194,10.08,96.739998,,1197.51001,1362.160034,
Day 1195,9.98,96.029999,,1197.26001,1365.51001,
Day 1196,9.76,95.68,,1194.670044,1374.02002,
Day 1197,9.73,96.050003,,1200.930054,1367.579956,
Day 1198,9.96,95.970001,,1198.109985,1354.680054,
Day 1199,9.93,95.75,,1200.819946,1352.459961,
Day 1200,9.98,94.93,,1203.910034,1341.469971,
Day 1201,9.81,94.040001,,1206.579956,1341.449951,
Day 1202,9.69,93.459999,,1210.959961,1334.76001,
Day 1203,9.66,93.559998,,1216.959961,1356.780029,
Day 1204,9.82,93.470001,,1216.099976,1353.640015,
Day 1205,9.91,93.459999,,1213.609985,1363.670044,
Day 1206,9.88,92.379997,,1213.880005,1372.780029,
Day 1207,9.94,92.669998,,1200.72998,1376.51001,
