Day #,Wall Street Crash,73-74 Market Crash,Black Monday,Dot Com Bubble,Financial Crisis,Corona Virus
Day 1756,15.93,107.589996,,1386.95,,
Day 1757,15,107.660004,,1402.06,,
Day 1758,15.87,107.779999,,1410.94,,
Day 1759,16.030001,107.959999,,1435.04,,
Day 1760,16.16,107.839996,,1434.54,,
Day 1761,16.219999,107.940002,,1436.11,,
Day 1762,16.139999,105.760002,,1437.5,,
Day 1763,16.17,105.220001,,1428.61,,
Day 1764,15.88,106.519997,,1417.23,,
Day 1765,16.129999,106.809998,,1422.53,,
Day 1766,16.059999,108.949997,,1420.86,,
Day 1767,16.01,109.050003,,1424.55,,
Day 1768,16.040001,109.889999,,1437.77,,
Day 1769,16.35,109.919998,,1439.37,,
Day 1770,16.530001,110.379997,,1443.76,,
Day 1771,16.68,111.139999,,1444.61,,
Day 1772,16.719999,111.050003,,1448.39,,
Day 1773,16.809999,110.699997,,1438.87,,
Day 1774,16.870001,111.07,,1447.8,,
Day 1775,16.959999,112.099998,,1452.85,,
Day 1776,16.879999,111.510002,,1468.33,,
Day 1777,16.85,113.440002,,1471.48,,
Day 1778,17.040001,113.699997,,1472.5,,
Day 1779,17.129999,113.610001,,1470.73,,
Day 1780,17.110001,114.849998,,1484.35,,
Day 1781,17.18,114.07,,1480.93,,
Day 1782,17.040001,115.199997,,1480.41,,
Day 1783,17.09,114.160004,,1495.42,,
Day 1784,16.65,115.120003,,1494.25,,
Day 1785,16.93,114.370003,,1494.07,,
Day 1786,16.940001,114.660004,,1482.37,,
Day 1787,17.200001,115.720001,,1486.3,,
Day 1788,17.23,116.279999,,1495.92,,
Day 1789,17.17,117.949997,,1502.39,,
Day 1790,17.43,117.120003,,1505.62,,
Day 1791,17.559999,117.900002,,1509.48,,
Day 1792,17.43,118.440002,,1507.72,,
Day 1793,17.690001,116.720001,,1512.58,,
Day 1794,17.629999,115.410004,,1491.47,,
Day 1795,17.43,114.599998,,1505.85,,
Day 1796,17.24,116.470001,,1503.15,,
Day 1797,17.4,115.279999,,1501.19,,
Day 1798,17.639999,115.040001,,1514.14,,
Day 1799,17.51,113.330002,,1512.75,,
Day 1800,17.299999,113.980003,,1522.75,,
Day 1801,17.129999,112.379997,,1525.1,,
Day 1802,16.889999,112.349998,,1524.12,,
Day 1803,17.18,113.660004,,1522.28,,
Day 1804,17.09,112.5,,1507.51,,
Day 1805,17.34,112.779999,,1515.73,,
Day 1806,17.280001,111.129997,,1518.11,,
Day 1807,17.139999,108.650002,,1530.23,,
Day 1808,16.950001,106.900002,,1530.62,,
Day 1809,17.040001,106.510002,,1536.34,,
Day 1810,17.01,107.779999,,1539.18,,
Day 1811,16.91,106.870003,,1530.95,,
Day 1812,16.969999,105.620003,,1517.38,,
Day 1813,17.049999,105.43,,1490.72,,
Day 1814,17.219999,102.260002,,1507.67,,
Day 1815,17.139999,104.099998,,1509.12,,
Day 1816,17.32,104.309998,,1493,,
Day 1817,17.32,103.120003,,1515.67,,
Day 1818,17.290001,102.309998,,1522.97,,
Day 1819,17.16,99.279999,,1532.91,,
Day 1820,17,99.190002,,1531.05,,
Day 1821,16.65,98.68,,1533.7,,
Day 1822,16.860001,98.220001,,1512.84,,
Day 1823,17.030001,100.68,,1522.19,,
Day 1824,17.059999,102.089996,,1502.56,,
Day 1825,16.940001,102.18,,1497.74,,
Day 1826,17.01,102.68,,1492.89,,
Day 1827,17.27,102.150002,,1506.34,,
Day 1828,17.18,100.190002,,1505.71,,
Day 1829,16.93,101.199997,,1503.35,,
Day 1830,17.08,103.110001,,1519.43,,
Day 1831,17.09,104.080002,,1524.87,,
Day 1832,17.48,103.790001,,1525.4,,
Day 1833,17.48,102.839996,,1530.44,,
Day 1834,17.57,102.629997,,1531.85,,
Day 1835,17.58,101.540001,,,,
Day 1836,17.610001,101.050003,,,,
Day 1837,17.66,100.550003,,,,
Day 1838,17.74,99.800003,,,,
Day 1839,17.74,103.43,,,,
Day 1840,17.620001,103.730003,,,,
Day 1841,17.84,104.400002,,,,
Day 1842,17.959999,105.160004,,,,
Day 1843,17.870001,105.639999,,,,
Day 1844,17.77,105.860001,,,,
Day 1845,17.51,106.290001,,,,
Day 1846,17.65,105.459999,,,,
Day 1847,17.629999,105.580002,,,,
Day 1848,17.77,106.379997,,,,
Day 1849,17.879999,106.25,,,,
Day 1850,18,107.18,,,,
Day 1851,18.129999,106.129997,,,,
Day 1852,18.15,104.720001,,,,
Day 1853,17.860001,104.779999,,,,
Day 1854,18.07,106.300003,,,,
Day 1855,17.99,106.849998,,,,
Day 1856,18.17,106.989998,,,,
Day 1857,18.32,107.349998,,,,
Day 1858,18.1,107.669998,,,,
Day 1859,18.15,107.620003,,,,
Day 1860,18.120001,107.720001,,,,
Day 1861,18.219999,109.010002,,,,
Day 1862,18.370001,110.620003,,,,
Day 1863,17.969999,111.400002,,,,
Day 1864,18.07,112.059998,,,,
Day 1865,18,110.269997,,,,
Day 1866,18.059999,111.239998,,,,
Day 1867,18.09,110.760002,,,,
Day 1868,18.34,110.510002,,,,
Day 1869,18.549999,112.610001,,,,
Day 1870,18.379999,112.779999,,,,
Day 1871,18.620001,113.199997,,,,
Day 1872,18.559999,113.709999,,,,
Day 1873,18.540001,114.660004,,,,
Day 1874,18.67,116.019997,,,,
Day 1875,18.379999,115.519997,,,,
Day 1876,18.360001,115.809998,,,,
Day 1877,18.139999,116.089996,,,,
Day 1878,18.23,116.029999,,,,
Day 1879,18.110001,116.260002,,,,
Day 1880,17.73,114.660004,,,,
Day 1881,17.719999,114.059998,,,,
Day 1882,17.219999,114.510002,,,,
Day 1883,17.49,115.139999,,,,
Day 1884,17.700001,116.720001,,,,
Day 1885,17.68,116.190002,,,,
Day 1886,17.629999,116,,,,
Day 1887,17.950001,114.239998,,,,
Day 1888,17.92,114.93,,,,
Day 1889,17.709999,115.68,,,,
Day 1890,17.49,117.459999,,,,
Day 1891,17.620001,118.290001,,,,
Day 1892,17.459999,117.839996,,,,
Day 1893,16.91,117.980003,,,,
Day 1894,16.99,116.949997,,,,
Day 1895,17.030001,117.839996,,,,
Day 1896,17.1,120.010002,,,,
Day 1897,17.280001,119.300003,,,,
Day 1898,17.299999,119.629997,,,,
Day 1899,17.23,,,,,
Day 1900,17.16,,,,,
Day 1901,17.129999,,,,,
Day 1902,17.18,,,,,
Day 1903,17.41,,,,,
Day 1904,17.190001,,,,,
Day 1905,16.85,,,,,
Day 1906,16.16,,,,,
Day 1907,16.43,,,,,
Day 1908,15.99,,,,,
Day 1909,15.99,,,,,
Day 1910,16.43,,,,,
Day 1911,16.469999,,,,,
Day 1912,16.73,,,,,
Day 1913,16.59,,,,,
Day 1914,16.709999,,,,,
Day 1915,16.65,,,,,
Day 1916,16.280001,,,,,
Day 1917,16.290001,,,,,
Day 1918,16.190001,,,,,
Day 1919,15.65,,,,,
Day 1920,15.81,,,,,
Day 1921,15.62,,,,,
Day 1922,15.88,,,,,
Day 1923,15.84,,,,,
Day 1924,16.26,,,,,
Day 1925,16.27,,,,,
Day 1926,16.459999,,,,,
Day 1927,16.25,,,,,
Day 1928,16.23,,,,,
Day 1929,16.26,,,,,
Day 1930,16.26,,,,,
Day 1931,15.96,,,,,
Day 1932,16.07,,,,,
Day 1933,16.1,,,,,
Day 1934,16.280001,,,,,
Day 1935,16.129999,,,,,
Day 1936,16.18,,,,,
Day 1937,16.040001,,,,,
Day 1938,15.94,,,,,
Day 1939,15.73,,,,,
Day 1940,15.2,,,,,
Day 1941,15.34,,,,,
Day 1942,15.18,,,,,
Day 1943,15.39,,,,,
Day 1944,15.51,,,,,
Day 1945,15.35,,,,,
Day 1946,15.38,,,,,
Day 1947,15.51,,,,,
Day 1948,15.62,,,,,
Day 1949,15.52,,,,,
Day 1950,15.12,,,,,
Day 1951,15.14,,,,,
Day 1952,15.4,,,,,
Day 1953,15.47,,,,,
Day 1954,15.7,,,,,
Day 1955,16.25,,,,,
Day 1956,16.370001,,,,,
Day 1957,16.4,,,,,
Day 1958,16.32,,,,,
Day 1959,16.540001,,,,,
Day 1960,16.4,,,,,
Day 1961,16.379999,,,,,
Day 1962,16.459999,,,,,
Day 1963,16.42,,,,,
Day 1964,16.74,,,,,
Day 1965,16.940001,,,,,
Day 1966,16.82,,,,,
Day 1967,16.870001,,,,,
Day 1968,16.940001,,,,,
Day 1969,17.059999,,,,,
Day 1970,17.040001,,,,,
Day 1971,16.780001,,,,,
Day 1972,16.719999,,,,,
Day 1973,16.77,,,,,
Day 1974,17.07,,,,,
Day 1975,16.93,,,,,
Day 1976,17.02,,,,,
Day 1977,16.91,,,,,
Day 1978,16.85,,,,,
Day 1979,17.07,,,,,
Day 1980,17.040001,,,,,
Day 1981,17.01,,,,,
Day 1982,17.1,,,,,
Day 1983,17.27,,,,,
Day 1984,17.17,,,,,
Day 1985,17.07,,,,,
Day 1986,16.91,,,,,
Day 1987,16.66,,,,,
Day 1988,16.49,,,,,
Day 1989,16.459999,,,,,
Day 1990,16.59,,,,,
Day 1991,16.469999,,,,,
Day 1992,16.15,,,,,
Day 1993,15.88,,,,,
Day 1994,16.120001,,,,,
Day 1995,16.040001,,,,,
Day 1996,15.61,,,,,
Day 1997,15.36,,,,,
Day 1998,15.46,,,,,
Day 1999,14.69,,,,,
Day 2000,14.61,,,,,
Day 2001,14.98,,,,,
Day 2002,14.19,,,,,
Day 2003,14.23,,,,,
Day 2004,14.68,,,,,
Day 2005,14.61,,,,,
Day 2006,14.89,,,,,
Day 2007,14.57,,,,,
Day 2008,13.94,,,,,
Day 2009,14.08,,,,,
Day 2010,14.14,,,,,
Day 2011,13.79,,,,,
Day 2012,13.2,,,,,
Day 2013,13.63,,,,,
Day 2014,13.72,,,,,
Day 2015,13.79,,,,,
Day 2016,13.76,,,,,
Day 2017,13.72,,,,,
Day 2018,13.59,,,,,
Day 2019,12.85,,,,,
Day 2020,13.16,,,,,
Day 2021,13.06,,,,,
Day 2022,12.75,,,,,
Day 2023,12.22,,,,,
Day 2024,12.21,,,,,
Day 2025,11.97,,,,,
Day 2026,11.84,,,,,
Day 2027,10.76,,,,,
Day 2028,11.1,,,,,
Day 2029,11.93,,,,,
Day 2030,12.17,,,,,
Day 2031,11.84,,,,,
Day 2032,12,,,,,
Day 2033,11.74,,,,,
Day 2034,11.76,,,,,
Day 2035,12.05,,,,,
Day 2036,12.35,,,,,
Day 2037,12.08,,,,,
Day 2038,11.52,,,,,
Day 2039,11.46,,,,,
Day 2040,11.46,,,,,
Day 2041,11.12,,,,,
Day 2042,11.35,,,,,
Day 2043,11.96,,,,,
Day 2044,11.91,,,,,
Day 2045,11.53,,,,,
Day 2046,11.48,,,,,
Day 2047,11.39,,,,,
Day 2048,11.16,,,,,
Day 2049,10.51,,,,,
Day 2050,10.25,,,,,
Day 2051,10.43,,,,,
Day 2052,10.17,,,,,
Day 2053,10.67,,,,,
Day 2054,10.96,,,,,
Day 2055,11.11,,,,,
Day 2056,10.97,,,,,
Day 2057,11.19,,,,,
Day 2058,11.34,,,,,
Day 2059,11.13,,,,,
Day 2060,11.32,,,,,
Day 2061,11.42,,,,,
Day 2062,11.21,,,,,
Day 2063,11.1,,,,,
Day 2064,10.74,,,,,
Day 2065,10.83,,,,,
Day 2066,10.91,,,,,
Day 2067,11.08,,,,,
Day 2068,11,,,,,
Day 2069,11.31,,,,,
Day 2070,11.38,,,,,
Day 2071,11.18,,,,,
Day 2072,11.12,,,,,
Day 2073,11.06,,,,,
Day 2074,10.69,,,,,
Day 2075,10.31,,,,,
Day 2076,10.42,,,,,
Day 2077,10.56,,,,,
Day 2078,10.55,,,,,
Day 2079,10.52,,,,,
Day 2080,10.99,,,,,
Day 2081,10.92,,,,,
Day 2082,11.74,,,,,
Day 2083,11.32,,,,,
Day 2084,11.87,,,,,
Day 2085,11.95,,,,,
Day 2086,11.84,,,,,
Day 2087,11.67,,,,,
Day 2088,11.7,,,,,
Day 2089,11.67,,,,,
Day 2090,11.55,,,,,
Day 2091,11.45,,,,,
Day 2092,11.66,,,,,
Day 2093,11.44,,,,,
Day 2094,11.4,,,,,
Day 2095,11.22,,,,,
Day 2096,10.79,,,,,
Day 2097,10.64,,,,,
Day 2098,10.55,,,,,
Day 2099,10.69,,,,,
Day 2100,10.89,,,,,
Day 2101,10.74,,,,,
Day 2102,10.34,,,,,
Day 2103,10.54,,,,,
Day 2104,10.56,,,,,
Day 2105,10.98,,,,,
Day 2106,10.9,,,,,
Day 2107,10.97,,,,,
Day 2108,10.93,,,,,
Day 2109,11.02,,,,,
Day 2110,10.89,,,,,
Day 2111,10.87,,,,,
Day 2112,11.15,,,,,
Day 2113,11.02,,,,,
Day 2114,11.38,,,,,
Day 2115,11.68,,,,,
Day 2116,11.51,,,,,
Day 2117,11.57,,,,,
Day 2118,11.34,,,,,
Day 2119,11.46,,,,,
Day 2120,11.35,,,,,
Day 2121,11.24,,,,,
Day 2122,11.13,,,,,
Day 2123,10.88,,,,,
Day 2124,10.88,,,,,
Day 2125,10.89,,,,,
Day 2126,10.77,,,,,
Day 2127,10.58,,,,,
Day 2128,10.78,,,,,
Day 2129,11.11,,,,,
Day 2130,10.62,,,,,
Day 2131,10.53,,,,,
Day 2132,10.19,,,,,
Day 2133,10.38,,,,,
Day 2134,10.06,,,,,
Day 2135,9.86,,,,,
Day 2136,9.89,,,,,
Day 2137,9.35,,,,,
Day 2138,9.27,,,,,
Day 2139,8.73,,,,,
Day 2140,8.62,,,,,
Day 2141,8.5,,,,,
Day 2142,8.91,,,,,
Day 2143,9.24,,,,,
Day 2144,9.48,,,,,
Day 2145,9.27,,,,,
Day 2146,9.2,,,,,
Day 2147,9.62,,,,,
Day 2148,9.95,,,,,
Day 2149,10.05,,,,,
Day 2150,10.1,,,,,
Day 2151,10.2,,,,,
Day 2152,10.41,,,,,
Day 2153,10.11,,,,,
Day 2154,10.06,,,,,
Day 2155,10.16,,,,,
Day 2156,10.45,,,,,
Day 2157,10.21,,,,,
Day 2158,9.95,,,,,
Day 2159,10.08,,,,,
Day 2160,9.77,,,,,
Day 2161,9.78,,,,,
Day 2162,9.59,,,,,
Day 2163,9.85,,,,,
Day 2164,10.01,,,,,
Day 2165,9.97,,,,,
Day 2166,10.43,,,,,
Day 2167,10.63,,,,,
Day 2168,10.43,,,,,
Day 2169,10.49,,,,,
Day 2170,10.43,,,,,
Day 2171,10.26,,,,,
Day 2172,10.08,,,,,
Day 2173,10.14,,,,,
Day 2174,10,,,,,
Day 2175,10.11,,,,,
Day 2176,9.96,,,,,
Day 2177,9.89,,,,,
Day 2178,9.71,,,,,
Day 2179,9.54,,,,,
Day 2180,9.29,,,,,
Day 2181,9.28,,,,,
Day 2182,9.27,,,,,
Day 2183,9.57,,,,,
Day 2184,9.54,,,,,
Day 2185,9.42,,,,,
Day 2186,9.74,,,,,
Day 2187,9.7,,,,,
Day 2188,9.73,,,,,
Day 2189,9.94,,,,,
Day 2190,9.8,,,,,
Day 2191,9.52,,,,,
Day 2192,9.63,,,,,
Day 2193,9.67,,,,,
Day 2194,9.76,,,,,
Day 2195,9.67,,,,,
Day 2196,10.19,,,,,
Day 2197,10.46,,,,,
Day 2198,10.73,,,,,
Day 2199,11.03,,,,,
Day 2200,11.15,,,,,
Day 2201,11.26,,,,,
Day 2202,11.25,,,,,
Day 2203,11.72,,,,,
Day 2204,11.56,,,,,
Day 2205,11.91,,,,,
Day 2206,11.98,,,,,
Day 2207,12.14,,,,,
Day 2208,12.09,,,,,
Day 2209,11.89,,,,,
Day 2210,11.73,,,,,
Day 2211,12.04,,,,,
Day 2212,11.95,,,,,
Day 2213,11.84,,,,,
Day 2214,12,,,,,
Day 2215,12.35,,,,,
Day 2216,12.67,,,,,
Day 2217,12.53,,,,,
Day 2218,12.54,,,,,
Day 2219,12.55,,,,,
Day 2220,12.8,,,,,
Day 2221,12.62,,,,,
Day 2222,12.25,,,,,
Day 2223,12.48,,,,,
Day 2224,12.33,,,,,
Day 2225,12.25,,,,,
Day 2226,12.41,,,,,
Day 2227,12.3,,,,,
Day 2228,12.38,,,,,
Day 2229,12.66,,,,,
Day 2230,12.73,,,,,
Day 2231,12.65,,,,,
Day 2232,12.49,,,,,
Day 2233,12.17,,,,,
Day 2234,11.92,,,,,
Day 2235,11.92,,,,,
Day 2236,12.08,,,,,
Day 2237,12.1,,,,,
Day 2238,12.09,,,,,
Day 2239,12.31,,,,,
Day 2240,12.27,,,,,
Day 2241,12.55,,,,,
Day 2242,12.52,,,,,
Day 2243,12.62,,,,,
Day 2244,12.5,,,,,
Day 2245,11.85,,,,,
Day 2246,12.04,,,,,
Day 2247,12.06,,,,,
Day 2248,11.92,,,,,
Day 2249,12.26,,,,,
Day 2250,12.22,,,,,
Day 2251,12.41,,,,,
Day 2252,12.29,,,,,
Day 2253,12.02,,,,,
Day 2254,12.06,,,,,
Day 2255,11.37,,,,,
Day 2256,11.3,,,,,
Day 2257,11.67,,,,,
Day 2258,11.43,,,,,
Day 2259,11.5,,,,,
Day 2260,11.89,,,,,
Day 2261,11.96,,,,,
Day 2262,11.75,,,,,
Day 2263,11.36,,,,,
Day 2264,11.02,,,,,
Day 2265,10.99,,,,,
Day 2266,11.48,,,,,
Day 2267,11.9,,,,,
Day 2268,12.24,,,,,
Day 2269,12.52,,,,,
Day 2270,12.48,,,,,
Day 2271,12.86,,,,,
Day 2272,12.82,,,,,
Day 2273,12.85,,,,,
Day 2274,13.91,,,,,
Day 2275,12.84,,,,,
Day 2276,13.24,,,,,
Day 2277,13.15,,,,,
Day 2278,13.07,,,,,
Day 2279,13.25,,,,,
Day 2280,13.01,,,,,
Day 2281,13.21,,,,,
Day 2282,13.25,,,,,
Day 2283,13.4,,,,,
Day 2284,13.43,,,,,
Day 2285,13.26,,,,,
Day 2286,13.33,,,,,
Day 2287,13.14,,,,,
Day 2288,13.17,,,,,
Day 2289,13.1,,,,,
Day 2290,13.15,,,,,
Day 2291,13.19,,,,,
Day 2292,13.17,,,,,
Day 2293,13.43,,,,,
Day 2294,13.79,,,,,
Day 2295,13.7,,,,,
Day 2296,13.43,,,,,
Day 2297,13.35,,,,,
Day 2298,12.97,,,,,
Day 2299,13.12,,,,,
Day 2300,12.84,,,,,
Day 2301,12.88,,,,,
Day 2302,12.77,,,,,
Day 2303,12.8,,,,,
Day 2304,12.82,,,,,
Day 2305,12.37,,,,,
Day 2306,12.43,,,,,
Day 2307,12.73,,,,,
Day 2308,12.61,,,,,
Day 2309,12.48,,,,,
Day 2310,12.4,,,,,
Day 2311,12.5,,,,,
Day 2312,12.54,,,,,
Day 2313,12.39,,,,,
Day 2314,12.32,,,,,
Day 2315,12.46,,,,,
Day 2316,12.59,,,,,
Day 2317,12.86,,,,,
Day 2318,12.89,,,,,
Day 2319,12.9,,,,,
Day 2320,12.68,,,,,
Day 2321,12.66,,,,,
Day 2322,12.58,,,,,
Day 2323,12.67,,,,,
Day 2324,12.81,,,,,
Day 2325,12.73,,,,,
Day 2326,12.85,,,,,
Day 2327,13.13,,,,,
Day 2328,13.14,,,,,
Day 2329,13.08,,,,,
Day 2330,13.23,,,,,
Day 2331,13.06,,,,,
Day 2332,13.07,,,,,
Day 2333,12.79,,,,,
Day 2334,12.81,,,,,
Day 2335,12.57,,,,,
Day 2336,12.47,,,,,
Day 2337,12.33,,,,,
Day 2338,12.63,,,,,
Day 2339,12.73,,,,,
Day 2340,12.71,,,,,
Day 2341,12.8,,,,,
Day 2342,12.75,,,,,
Day 2343,11.93,,,,,
Day 2344,11.98,,,,,
Day 2345,11.91,,,,,
Day 2346,11.53,,,,,
Day 2347,11.86,,,,,
Day 2348,12.16,,,,,
Day 2349,12.3,,,,,
Day 2350,12.12,,,,,
Day 2351,12.38,,,,,
Day 2352,12.3,,,,,
Day 2353,12.47,,,,,
Day 2354,12.32,,,,,
Day 2355,12.48,,,,,
Day 2356,12.3,,,,,
Day 2357,12.33,,,,,
Day 2358,12.36,,,,,
Day 2359,12.38,,,,,
Day 2360,12.48,,,,,
Day 2361,12.4,,,,,
Day 2362,12.16,,,,,
Day 2363,12.23,,,,,
Day 2364,12.24,,,,,
Day 2365,12.54,,,,,
Day 2366,12.63,,,,,
Day 2367,12.7,,,,,
Day 2368,12.7,,,,,
Day 2369,12.68,,,,,
Day 2370,12.86,,,,,
Day 2371,12.79,,,,,
Day 2372,12.85,,,,,
Day 2373,13.07,,,,,
Day 2374,13.01,,,,,
Day 2375,13.1,,,,,
Day 2376,12.92,,,,,
Day 2377,12.97,,,,,
Day 2378,12.61,,,,,
Day 2379,12.58,,,,,
Day 2380,12.21,,,,,
Day 2381,11.95,,,,,
Day 2382,12.16,,,,,
Day 2383,11.75,,,,,
Day 2384,11.92,,,,,
Day 2385,12.07,,,,,
Day 2386,11.99,,,,,
Day 2387,11.83,,,,,
Day 2388,11.92,,,,,
Day 2389,11.51,,,,,
Day 2390,10.98,,,,,
Day 2391,11.26,,,,,
Day 2392,11.02,,,,,
Day 2393,11.06,,,,,
Day 2394,10.66,,,,,
Day 2395,10.44,,,,,
Day 2396,10.42,,,,,
Day 2397,10.7,,,,,
Day 2398,10.79,,,,,
Day 2399,10.63,,,,,
Day 2400,10.83,,,,,
Day 2401,10.66,,,,,
Day 2402,10.79,,,,,
Day 2403,10.92,,,,,
Day 2404,10.96,,,,,
Day 2405,10.78,,,,,
Day 2406,10.8,,,,,
Day 2407,10.91,,,,,
Day 2408,11.03,,,,,
Day 2409,10.93,,,,,
Day 2410,10.86,,,,,
Day 2411,11,,,,,
Day 2412,11.29,,,,,
Day 2413,11.25,,,,,
Day 2414,11.21,,,,,
Day 2415,11.23,,,,,
Day 2416,11.43,,,,,
Day 2417,11.29,,,,,
Day 2418,11.29,,,,,
Day 2419,11.21,,,,,
Day 2420,11.25,,,,,
Day 2421,10.94,,,,,
Day 2422,10.87,,,,,
Day 2423,10.89,,,,,
Day 2424,10.99,,,,,
Day 2425,11.17,,,,,
Day 2426,11.11,,,,,
Day 2427,11.43,,,,,
Day 2428,11.45,,,,,
Day 2429,11.49,,,,,
Day 2430,11.65,,,,,
Day 2431,11.6,,,,,
Day 2432,11.42,,,,,
Day 2433,11.48,,,,,
Day 2434,11.51,,,,,
Day 2435,11.66,,,,,
Day 2436,11.67,,,,,
Day 2437,11.64,,,,,
Day 2438,11.8,,,,,
Day 2439,11.66,,,,,
Day 2440,11.58,,,,,
Day 2441,11.53,,,,,
Day 2442,11.25,,,,,
Day 2443,11.28,,,,,
Day 2444,11.42,,,,,
Day 2445,11.52,,,,,
Day 2446,11.52,,,,,
Day 2447,11.45,,,,,
Day 2448,11.5,,,,,
Day 2449,11.24,,,,,
Day 2450,11.29,,,,,
Day 2451,11.06,,,,,
Day 2452,10.79,,,,,
Day 2453,10.86,,,,,
Day 2454,11,,,,,
Day 2455,11.2,,,,,
Day 2456,11.19,,,,,
Day 2457,11.13,,,,,
Day 2458,11.17,,,,,
Day 2459,11.31,,,,,
Day 2460,11.55,,,,,
Day 2461,11.64,,,,,
Day 2462,11.55,,,,,
Day 2463,12.07,,,,,
Day 2464,12.16,,,,,
Day 2465,12,,,,,
Day 2466,11.85,,,,,
Day 2467,12.09,,,,,
Day 2468,12.13,,,,,
Day 2469,12.05,,,,,
Day 2470,12.17,,,,,
Day 2471,12.18,,,,,
Day 2472,12.14,,,,,
Day 2473,12.04,,,,,
Day 2474,12.04,,,,,
Day 2475,12.16,,,,,
Day 2476,12.12,,,,,
Day 2477,11.9,,,,,
Day 2478,11.84,,,,,
Day 2479,11.87,,,,,
Day 2480,11.78,,,,,
Day 2481,11.54,,,,,
Day 2482,11.56,,,,,
Day 2483,11.78,,,,,
Day 2484,11.89,,,,,
Day 2485,11.58,,,,,
Day 2486,11.57,,,,,
Day 2487,11.33,,,,,
Day 2488,11.03,,,,,
Day 2489,11.24,,,,,
Day 2490,10.89,,,,,
Day 2491,10.86,,,,,
Day 2492,11.09,,,,,
Day 2493,11.17,,,,,
Day 2494,11.48,,,,,
Day 2495,11.36,,,,,
Day 2496,11.18,,,,,
Day 2497,11.3,,,,,
Day 2498,12.64,,,,,
Day 2499,12.53,,,,,
Day 2500,12.5,,,,,
Day 2501,12.69,,,,,
Day 2502,13.02,,,,,
Day 2503,13.17,,,,,
Day 2504,13.03,,,,,
Day 2505,13.08,,,,,
Day 2506,13.07,,,,,
Day 2507,12.47,,,,,
Day 2508,12.95,,,,,
Day 2509,12.94,,,,,
Day 2510,13.02,,,,,
Day 2511,12.92,,,,,
Day 2512,12.95,,,,,
Day 2513,13.11,,,,,
Day 2514,13.11,,,,,
Day 2515,12.86,,,,,
Day 2516,12.79,,,,,
Day 2517,12.88,,,,,
Day 2518,12.77,,,,,
Day 2519,12.79,,,,,
Day 2520,12.82,,,,,
Day 2521,12.8,,,,,
Day 2522,12.73,,,,,
Day 2523,12.76,,,,,
Day 2524,12.84,,,,,
Day 2525,12.74,,,,,
Day 2526,12.74,,,,,
Day 2527,13.09,,,,,
Day 2528,13,,,,,
Day 2529,12.98,,,,,
Day 2530,12.94,,,,,
Day 2531,12.99,,,,,
Day 2532,13.02,,,,,
Day 2533,13.21,,,,,
Day 2534,13.08,,,,,
Day 2535,13.02,,,,,
Day 2536,12.96,,,,,
Day 2537,12.83,,,,,
Day 2538,12.82,,,,,
Day 2539,12.84,,,,,
Day 2540,12.95,,,,,
Day 2541,12.82,,,,,
Day 2542,12.75,,,,,
Day 2543,12.58,,,,,
Day 2544,12.64,,,,,
Day 2545,12.65,,,,,
Day 2546,12.74,,,,,
Day 2547,12.63,,,,,
Day 2548,12.79,,,,,
Day 2549,12.75,,,,,
Day 2550,12.79,,,,,
Day 2551,12.7,,,,,
Day 2552,12.68,,,,,
Day 2553,12.49,,,,,
Day 2554,12.52,,,,,
Day 2555,12.47,,,,,
Day 2556,12.33,,,,,
Day 2557,12.2,,,,,
Day 2558,12.29,,,,,
Day 2559,12.28,,,,,
Day 2560,12.26,,,,,
Day 2561,12.45,,,,,
Day 2562,12.46,,,,,
Day 2563,12.36,,,,,
Day 2564,12.23,,,,,
Day 2565,12.19,,,,,
Day 2566,12.38,,,,,
Day 2567,12.36,,,,,
Day 2568,12.4,,,,,
Day 2569,12.37,,,,,
Day 2570,12.34,,,,,
Day 2571,12.39,,,,,
Day 2572,12.38,,,,,
Day 2573,12.44,,,,,
Day 2574,12.38,,,,,
Day 2575,12.31,,,,,
Day 2576,12.42,,,,,
Day 2577,12.46,,,,,
Day 2578,12.63,,,,,
Day 2579,12.77,,,,,
Day 2580,12.73,,,,,
Day 2581,12.66,,,,,
Day 2582,12.67,,,,,
Day 2583,12.55,,,,,
Day 2584,12.57,,,,,
Day 2585,12.37,,,,,
Day 2586,12.13,,,,,
Day 2587,12.07,,,,,
Day 2588,12.14,,,,,
Day 2589,12.15,,,,,
Day 2590,12.13,,,,,
Day 2591,12.15,,,,,
Day 2592,12.06,,,,,
Day 2593,12.11,,,,,
Day 2594,12.27,,,,,
Day 2595,12.16,,,,,
Day 2596,12.15,,,,,
Day 2597,12.16,,,,,
Day 2598,12.09,,,,,
Day 2599,12.05,,,,,
Day 2600,12.05,,,,,
Day 2601,12.06,,,,,
Day 2602,12.04,,,,,
Day 2603,12.14,,,,,
Day 2604,12.22,,,,,
Day 2605,12.37,,,,,
Day 2606,12.37,,,,,
Day 2607,12.33,,,,,
Day 2608,12.28,,,,,
Day 2609,12.28,,,,,
Day 2610,12.29,,,,,
Day 2611,12.29,,,,,
Day 2612,12.35,,,,,
Day 2613,12.32,,,,,
Day 2614,12.23,,,,,
Day 2615,12.16,,,,,
Day 2616,12.14,,,,,
Day 2617,12.15,,,,,
Day 2618,12.13,,,,,
Day 2619,12.06,,,,,
Day 2620,12.09,,,,,
Day 2621,12.15,,,,,
